transaction_id,customer_id,transaction_timestamp,product_category,total_amount,payment_method,country,is_returned
181,1217,2023-01-07,Books,234.15,PayPal,India,0
182,1502,2023-05-13,Clothing,204.5,Bank Transfer,France,0
183,1766,2023-08-23,Toys,233.14,PayPal,UK,0
184,1397,2023-02-14,Toys,213.33,PayPal,India,0
185,1870,2023-11-10,Toys,367.94,PayPal,USA,0
186,1794,2023-09-06,Clothing,76.32,PayPal,USA,0
187,1392,2023-01-31,Books,106.84,PayPal,USA,0
188,1206,2023-01-23,Home,98.45,Credit Card,USA,0
189,1014,2023-06-09,Books,138.61,Credit Card,UK,0
190,1857,2023-12-29,Electronics,267.38,Bank Transfer,Germany,0
191,1553,2023-06-07,Toys,64.49,Credit Card,France,0
192,1891,2023-02-08,Books,435.4,Credit Card,UK,0
193,1460,2023-03-23,Home,155.71,Credit Card,USA,1
194,1690,2023-12-22,Electronics,89.64,PayPal,UK,0
195,1574,2023-09-15,Clothing,341.05,PayPal,India,0
196,1863,2023-07-25,Clothing,28.66,Bank Transfer,USA,0
197,1742,2023-03-18,Home,313.78,Bank Transfer,France,0
198,1240,2023-01-12,Electronics,352.12,Bank Transfer,USA,0
199,1563,2023-10-22,Toys,115.31,PayPal,France,0
200,1095,2023-08-12,Books,30.56,Credit Card,France,0
201,1899,2023-01-13,Electronics,188.19,Credit Card,Germany,1
202,1733,2023-02-15,Clothing,58.31,PayPal,Germany,0
203,1484,2023-06-04,Home,67.07,Bank Transfer,UK,0
204,1406,2023-04-23,Home,134.59,Bank Transfer,UK,1
205,1230,2023-08-21,Books,154.78,Bank Transfer,France,0
206,1748,2023-01-17,Home,269.69,PayPal,USA,0
207,1654,2023-12-26,Home,342.41,Bank Transfer,India,0
208,1170,2023-08-11,Electronics,300.46,Bank Transfer,India,0
209,1540,2023-12-20,Toys,82.7,PayPal,USA,0
210,1035,2023-07-07,Books,94.32,Credit Card,USA,0
211,1524,2023-12-10,Electronics,440.6,PayPal,Germany,0
212,1159,2023-12-31,Toys,283.59,PayPal,India,0
213,1838,2023-06-12,Electronics,436.27,PayPal,France,0
214,1698,2023-11-22,Electronics,192.06,PayPal,UK,0
215,1242,2023-03-15,Home,311.06,Credit Card,Germany,0
216,1085,2023-08-21,Toys,266.6,Bank Transfer,India,0
217,1795,2023-08-12,Books,166.37,PayPal,USA,0
218,1577,2023-11-15,Books,240.26,Credit Card,India,0
219,1681,2023-03-01,Toys,256.22,Bank Transfer,France,0
220,1556,2023-12-01,Home,108.38,Bank Transfer,Germany,0
221,1573,2023-08-10,Clothing,164.36,Bank Transfer,USA,0
222,1952,2023-02-06,Electronics,397.79,PayPal,France,0
223,1645,2023-10-05,Home,458.74,PayPal,UK,1
224,1795,2023-07-15,Toys,186.3,Bank Transfer,Germany,0
225,1027,2023-12-18,Electronics,160.42,Bank Transfer,France,0
226,1619,2023-08-30,Books,105.65,Bank Transfer,France,0
227,1555,2023-11-20,Clothing,342.46,Bank Transfer,USA,0
228,1339,2023-08-07,Books,168.32,Bank Transfer,UK,0
229,1797,2023-07-11,Toys,494.0,Bank Transfer,France,0
230,1957,2023-01-17,Electronics,169.59,Credit Card,Germany,0
231,1330,2023-01-12,Toys,203.13,Bank Transfer,France,0
232,1639,2023-07-12,Electronics,305.63,PayPal,India,0
233,1505,2023-01-22,Home,402.83,PayPal,Germany,0
234,1347,2023-04-30,Clothing,240.06,PayPal,Germany,0
235,1472,2023-07-29,Home,217.1,Bank Transfer,France,0
236,1230,2023-11-02,Home,497.86,PayPal,USA,0
237,1189,2023-09-27,Toys,15.14,Credit Card,Germany,0
238,1224,2023-07-11,Clothing,448.58,Bank Transfer,India,0
239,1384,2023-06-24,Electronics,83.08,PayPal,USA,0
240,1376,2023-10-12,Electronics,395.1,Credit Card,USA,0
241,1282,2023-07-23,Books,312.79,Credit Card,USA,0
242,1957,2023-06-13,Electronics,177.51,PayPal,Germany,0
243,1632,2023-09-08,Toys,438.2,Credit Card,USA,0
244,1627,2023-08-15,Home,16.32,PayPal,France,0
245,1972,2023-01-07,Home,121.08,Credit Card,USA,0
246,1744,2023-01-29,Home,287.78,Bank Transfer,India,0
247,1258,2023-02-02,Clothing,182.26,Bank Transfer,UK,0
248,1358,2023-05-14,Electronics,309.08,Bank Transfer,India,0
249,1709,2023-03-20,Toys,21.81,Bank Transfer,Germany,0
250,1455,2023-02-27,Clothing,67.06,Bank Transfer,USA,0
251,1410,2023-01-26,Books,72.28,PayPal,USA,0
252,1648,2023-08-14,Toys,102.75,Bank Transfer,France,0
253,1317,2023-10-12,Toys,235.07,Bank Transfer,USA,0
254,1676,2023-01-04,Toys,378.54,Bank Transfer,India,0
255,1224,2023-04-09,Home,453.71,Bank Transfer,Germany,0
256,1818,2023-02-08,Toys,419.33,Credit Card,UK,0
257,1233,2023-09-28,Electronics,106.48,Bank Transfer,USA,0
258,1683,2023-10-12,Toys,226.16,Bank Transfer,UK,0
259,1663,2023-06-06,Home,107.71,PayPal,USA,0
260,1974,2023-03-16,Toys,139.59,Credit Card,Germany,0
261,1826,2023-10-15,Books,256.74,PayPal,India,0
262,1373,2023-05-10,Books,43.37,Bank Transfer,Germany,0
263,1671,2023-06-24,Home,116.91,PayPal,UK,0
264,1607,2023-03-25,Electronics,468.34,PayPal,USA,0
265,1471,2023-01-22,Electronics,238.4,Bank Transfer,UK,0
266,1232,2023-01-27,Clothing,228.24,Credit Card,India,0
267,1691,2023-07-14,Home,17.14,Credit Card,Germany,0
268,1112,2023-12-03,Toys,131.23,PayPal,UK,0
269,1829,2023-08-24,Home,434.48,Bank Transfer,UK,0
270,1496,2023-04-02,Clothing,90.67,PayPal,India,0
271,1441,2023-01-21,Home,213.41,PayPal,USA,0
272,1563,2023-10-30,Home,17.02,PayPal,UK,0
273,1267,2023-12-23,Clothing,244.38,Bank Transfer,India,1
274,1509,2023-03-25,Electronics,20.3,Bank Transfer,USA,0
275,1806,2023-09-19,Toys,411.61,Credit Card,USA,0
276,1385,2023-05-27,Clothing,414.18,Bank Transfer,Germany,0
277,1386,2023-09-14,Books,395.99,PayPal,India,0
278,1112,2023-02-27,Electronics,148.85,PayPal,USA,0
279,1612,2023-01-15,Books,420.25,Credit Card,Germany,0
280,1624,2023-06-11,Electronics,276.07,Bank Transfer,France,0
281,1951,2023-06-12,Toys,193.17,PayPal,India,0
282,1080,2023-11-16,Toys,316.41,Credit Card,France,0
283,1698,2023-10-08,Home,16.05,Credit Card,USA,1
284,1112,2023-10-07,Books,80.05,PayPal,India,0
285,1001,2023-01-12,Electronics,373.72,PayPal,Germany,0
286,1641,2023-10-01,Toys,129.64,Bank Transfer,USA,0
287,1219,2023-09-28,Clothing,303.02,Credit Card,India,0
288,1565,2023-07-27,Toys,198.7,PayPal,India,0
289,1854,2023-01-27,Clothing,428.85,Credit Card,France,0
290,1996,2023-03-13,Electronics,476.68,Bank Transfer,USA,0
291,1735,2023-03-01,Toys,442.95,PayPal,Germany,1
292,1224,2023-05-25,Toys,142.6,Bank Transfer,Germany,0
293,1384,2023-04-03,Electronics,105.14,Credit Card,USA,0
294,1402,2023-11-05,Toys,242.47,Bank Transfer,USA,1
295,1637,2023-01-08,Clothing,13.59,Bank Transfer,UK,0
296,1129,2023-03-20,Toys,22.65,Credit Card,France,0
297,1052,2023-01-27,Books,281.11,Bank Transfer,USA,0
298,1683,2023-06-23,Home,265.02,Credit Card,USA,0
299,1729,2023-02-19,Clothing,497.35,PayPal,UK,1
300,1671,2023-07-18,Books,108.9,Credit Card,UK,0
301,1709,2023-12-15,Electronics,136.47,Credit Card,India,0
302,1415,2023-06-30,Clothing,65.63,PayPal,Germany,0
303,1246,2023-01-24,Home,459.6,Credit Card,France,0
304,1835,2023-11-12,Home,391.13,PayPal,India,0
305,1438,2023-02-15,Electronics,412.95,PayPal,USA,0
306,1202,2023-01-15,Electronics,452.35,Credit Card,UK,1
307,1183,2023-06-02,Clothing,267.2,Bank Transfer,Germany,0
308,1122,2023-08-10,Toys,231.08,Bank Transfer,India,0
309,1400,2023-07-25,Electronics,171.89,PayPal,Germany,0
310,1766,2023-09-30,Toys,298.72,Bank Transfer,UK,0
311,1293,2023-08-24,Books,232.6,Bank Transfer,India,0
312,1279,2023-12-06,Home,231.27,Credit Card,India,0
313,1836,2023-08-16,Toys,469.09,PayPal,Germany,0
314,1883,2023-01-09,Home,492.18,PayPal,UK,0
315,1609,2023-06-15,Toys,400.28,Credit Card,USA,0
316,1197,2023-11-15,Books,380.81,Bank Transfer,India,0
317,1981,2023-08-02,Electronics,343.47,PayPal,USA,0
318,1906,2023-04-27,Books,91.38,Bank Transfer,UK,0
319,1510,2023-12-10,Electronics,38.96,PayPal,India,0
320,1751,2023-03-13,Electronics,348.46,PayPal,India,0
321,1143,2023-03-05,Home,367.11,PayPal,USA,0
322,1608,2023-07-24,Books,33.02,PayPal,France,0
323,1200,2023-07-28,Toys,464.75,Bank Transfer,USA,0
324,1123,2023-03-13,Books,54.66,Bank Transfer,USA,0
325,1186,2023-10-04,Home,150.09,Bank Transfer,France,0
326,1325,2023-10-01,Electronics,339.47,Bank Transfer,UK,0
327,1463,2023-11-16,Home,93.24,Credit Card,UK,0
328,1348,2023-12-04,Clothing,37.15,PayPal,India,0
329,1770,2023-04-05,Clothing,172.26,PayPal,Germany,1
330,1659,2023-06-15,Toys,385.33,PayPal,Germany,0
331,1763,2023-02-01,Home,212.7,Credit Card,India,0
332,1954,2023-01-11,Toys,329.96,Bank Transfer,Germany,0
333,1931,2023-10-28,Toys,294.01,PayPal,USA,1
334,1402,2023-08-05,Clothing,20.89,Bank Transfer,USA,0
335,1345,2023-10-16,Toys,494.38,Bank Transfer,France,0
336,1962,2023-04-12,Clothing,30.3,Credit Card,France,0
337,1510,2023-09-24,Electronics,484.22,Credit Card,India,0
338,1146,2023-08-02,Home,279.43,Bank Transfer,India,1
339,1147,2023-06-28,Toys,481.95,PayPal,India,0
340,1863,2023-03-29,Clothing,66.23,PayPal,USA,0
341,1710,2023-02-10,Books,250.3,Credit Card,Germany,1
342,1819,2023-03-17,Toys,93.06,Credit Card,India,0
343,1488,2023-02-15,Electronics,34.98,Credit Card,India,0
344,1928,2023-06-09,Electronics,312.59,Credit Card,USA,1
345,1935,2023-03-21,Books,111.81,Credit Card,USA,0
346,1639,2023-11-06,Clothing,297.97,Credit Card,USA,0
347,1550,2023-03-27,Toys,65.06,Credit Card,Germany,1
348,1337,2023-04-02,Clothing,172.67,PayPal,India,0
349,1871,2023-05-28,Electronics,393.0,Credit Card,UK,0
350,1640,2023-06-10,Clothing,224.16,Credit Card,UK,0
351,1778,2023-07-21,Electronics,317.6,PayPal,India,0
352,1987,2023-08-30,Clothing,327.25,PayPal,India,0
353,1952,2023-12-19,Books,423.44,Bank Transfer,India,0
354,1472,2023-01-02,Home,169.21,Credit Card,India,0
355,1945,2023-08-13,Books,346.77,Credit Card,Germany,0
356,1150,2023-10-16,Books,481.19,Credit Card,UK,0
357,1414,2023-08-21,Home,367.82,Credit Card,France,0
358,1989,2023-03-18,Home,250.04,Bank Transfer,UK,0
359,1297,2023-04-26,Toys,319.05,PayPal,UK,0
360,1610,2023-06-03,Toys,372.44,PayPal,USA,0
361,1262,2023-04-13,Books,310.02,Credit Card,India,0
362,1763,2023-07-13,Books,18.17,Credit Card,India,0
363,1143,2023-06-15,Electronics,105.44,Credit Card,India,0
364,1345,2023-12-25,Electronics,407.13,Bank Transfer,USA,0
365,1623,2023-03-31,Toys,143.6,Bank Transfer,Germany,0
366,1571,2023-06-23,Toys,368.47,PayPal,Germany,0
367,1880,2023-05-02,Electronics,192.34,Credit Card,France,0
368,1001,2023-05-23,Electronics,265.72,Credit Card,Germany,0
369,1896,2023-04-16,Clothing,43.31,Credit Card,Germany,0
370,1303,2023-11-01,Clothing,98.8,Credit Card,India,0
371,1253,2023-12-26,Electronics,479.03,Bank Transfer,UK,0
372,1651,2023-11-13,Clothing,446.17,PayPal,Germany,0
373,1452,2023-05-03,Home,329.61,PayPal,Germany,0
374,1036,2023-01-09,Toys,235.23,Bank Transfer,USA,0
375,1159,2023-09-19,Toys,341.12,Credit Card,France,0
376,1008,2023-03-14,Electronics,313.12,PayPal,USA,0
377,1232,2023-12-25,Books,288.59,PayPal,India,0
378,1098,2023-08-11,Electronics,39.0,Bank Transfer,UK,0
379,1658,2023-02-10,Clothing,320.07,Credit Card,France,0
380,1815,2023-07-23,Books,386.77,PayPal,USA,0
381,1207,2023-09-21,Clothing,497.1,Credit Card,Germany,0
382,1130,2023-11-24,Home,15.43,PayPal,Germany,0
383,1403,2023-06-27,Clothing,367.78,Bank Transfer,France,0
384,1151,2023-12-14,Home,290.18,Credit Card,Germany,0
385,1053,2023-11-14,Home,222.69,Bank Transfer,USA,0
386,1119,2023-03-25,Clothing,72.51,PayPal,USA,0
387,1672,2023-11-14,Clothing,210.45,Bank Transfer,Germany,0
388,1919,2023-04-21,Home,183.64,Bank Transfer,Germany,0
389,1627,2023-09-08,Books,158.39,Bank Transfer,India,0
390,1586,2023-01-07,Home,368.13,PayPal,UK,0
391,1624,2023-03-25,Toys,353.36,Credit Card,France,0
392,1967,2023-07-27,Home,298.62,Bank Transfer,USA,0
393,1419,2023-11-10,Books,469.95,Credit Card,France,1
394,1421,2023-01-22,Toys,181.43,PayPal,India,0
395,1103,2023-01-03,Electronics,129.46,Credit Card,USA,0
396,1851,2023-05-07,Electronics,331.39,Bank Transfer,India,0
397,1253,2023-10-24,Books,107.42,Bank Transfer,India,1
398,1226,2023-07-07,Home,164.36,Bank Transfer,Germany,0
399,1111,2023-12-28,Clothing,120.06,Bank Transfer,France,0
400,1509,2023-01-14,Books,43.89,Bank Transfer,France,0
401,1472,2023-01-12,Toys,415.47,Bank Transfer,Germany,0
402,1098,2023-03-28,Toys,134.72,PayPal,France,0
403,1152,2023-01-12,Electronics,241.78,PayPal,Germany,0
404,1860,2023-01-25,Toys,31.22,PayPal,USA,0
405,1913,2023-10-28,Books,352.68,Credit Card,India,0
406,1895,2023-08-31,Toys,171.97,Credit Card,India,0
407,1877,2023-05-02,Books,374.92,PayPal,France,0
408,1337,2023-05-27,Clothing,212.08,Credit Card,UK,0
409,1705,2023-02-24,Electronics,105.92,Credit Card,India,0
410,1821,2023-08-26,Toys,261.46,Bank Transfer,Germany,0
411,1162,2023-12-22,Books,73.95,Bank Transfer,UK,0
412,1719,2023-06-22,Home,225.86,Credit Card,UK,0
413,1956,2023-08-09,Electronics,165.48,Credit Card,India,0
414,1680,2023-04-29,Clothing,456.86,PayPal,India,0
415,1995,2023-11-05,Books,39.86,Credit Card,India,0
416,1160,2023-07-02,Clothing,350.07,Bank Transfer,Germany,0
417,1579,2023-10-15,Clothing,99.55,Credit Card,UK,0
418,1800,2023-11-03,Toys,166.33,PayPal,France,0
419,1397,2023-10-27,Toys,213.6,Bank Transfer,Germany,0
420,1276,2023-03-23,Books,454.93,Bank Transfer,USA,0
421,1815,2023-07-30,Home,128.86,Bank Transfer,India,0
422,1915,2023-05-30,Books,54.74,Bank Transfer,UK,0
423,1503,2023-02-06,Home,166.16,Credit Card,Germany,0
424,1895,2023-12-18,Clothing,61.29,PayPal,USA,0
425,1391,2023-11-08,Electronics,73.01,Credit Card,Germany,0
426,1134,2023-12-27,Books,291.19,Credit Card,Germany,0
427,1194,2023-02-28,Books,39.84,Bank Transfer,France,0
428,1400,2023-05-11,Home,25.16,PayPal,France,0
429,1639,2023-07-21,Clothing,360.06,Bank Transfer,Germany,0
430,1032,2023-08-31,Clothing,187.21,Credit Card,USA,0
431,1687,2023-02-04,Home,71.43,Credit Card,UK,0
432,1459,2023-04-03,Clothing,134.27,Bank Transfer,UK,0
433,1954,2023-07-26,Toys,324.62,Credit Card,India,0
434,1882,2023-12-19,Electronics,145.01,Credit Card,India,0
435,1469,2023-11-28,Books,252.32,Bank Transfer,UK,0
436,1374,2023-11-01,Electronics,69.63,Credit Card,Germany,0
437,1021,2023-12-16,Books,298.17,PayPal,Germany,0
438,1749,2023-08-01,Toys,164.88,Bank Transfer,France,0
439,1669,2023-06-08,Clothing,317.21,PayPal,France,1
440,1037,2023-01-24,Home,406.11,Credit Card,India,0
441,1229,2023-10-20,Toys,309.71,Credit Card,UK,1
442,1364,2023-01-04,Electronics,154.92,Bank Transfer,Germany,0
443,1562,2023-08-08,Home,135.31,Credit Card,UK,0
444,1437,2023-12-30,Clothing,170.44,Bank Transfer,USA,0
445,1775,2023-01-20,Toys,90.66,Bank Transfer,UK,0
446,1282,2023-06-01,Home,98.77,Bank Transfer,USA,1
